asset_id,asset_title,asset_type,description,format_type,owner_division,owner_email,front_end_url,resource_url,source_catalog,source_group,data_category,update_frequency,objective,tags,geo_coverage,created_date,last_updated
"MED-112","แผนการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ (Thailand's National Adaptation Plan : NAP)","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | หน่วยงาน: กองขับเคลื่อนการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ | ปีที่พิมพ์: 2568","E-book Reader","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/6554/","https://www.dcce.go.th/media/6554/?download_file=1&file_id=6816","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-113","รายงานประจำปี 2567 กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | เดือน-ปี ที่เผยแพร่: สิงหาคม 2025 | หน่วยงานเจ้าของสื่อ: สำนักงานเลขานุการกรม","E-book Reader","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/6548/","https://www.dcce.go.th/media/6548/?download_file=1&file_id=9652","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-114","Climate Change A-Z Challenge : Decarbonization การลดการปล่อยก๊าซคาร์บอนไดออกไซด์ 1 ในก๊าซเรือนกระจก","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | วัน-เดือน-ปีที่เผยแพร่: 19 พฤษภาคม | เนื้อหา Infographic: https://www.dcce.go.th/6584/","E-book Reader","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/6594/","https://www.dcce.go.th/wp-content/uploads/2025/05/Climate-Change-A-Z-Challenge-3.jpg","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-115","Climate Change A-Z Challenge : Climate Change","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | วัน-เดือน-ปีที่เผยแพร่: 8 พฤษภาคม 2568 | เนื้อหา Infographic: https://www.dcce.go.th/6322 | แหล่งที่มา: กรมอุตุนิยมวิทยา / Green Network : Magazine to save the world","E-book Reader","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/6359/","https://www.dcce.go.th/wp-content/uploads/2025/05/Climate-Change-A-Z-Challenge-2.jpg","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-116","Climate Change A-Z Challenge : Biodiversity สำคัญต่อโลกเรายังไง? เกี่ยวอะไรกับโลกเดือด?","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | วัน-เดือน-ปีที่เผยแพร่: 7 พฤษภาคม 2568 | เนื้อหา Infographic: https://www.dcce.go.th/6262/ | แหล่งที่มา: ศูนย์วิจัยและสนับสนุนเป้าหมายการพัฒนาที่ยั่งยืน","E-book Reader","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/6263/","https://www.dcce.go.th/wp-content/uploads/2025/05/Climate-Change-A-Z-Challenge-1.jpg","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-117","Climate Change A-Z Challenge : Adaptation หรือ การปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | วัน-เดือน-ปีที่เผยแพร่: 6 พฤษภาคม 2568 | เนื้อหา Infographic: https://www.dcce.go.th/6219/","E-book Reader","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/6218/","https://www.dcce.go.th/wp-content/uploads/2025/05/Climate-Change-A-Z-Challenge.jpg","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-118","&#8220;ดัชนีด้านการเปลี่ยนแปลงสภาพภูมิอากาศ&#8221;","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | วัน-เดือน-ปีที่เผยแพร่: 5 พฤษภาคม 2568","E-book Reader","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/6212/","https://www.dcce.go.th/wp-content/uploads/2025/05/ดัชนีด้านการเปลี่ยนแปลงสภาพภูมิอากาศ.jpg","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-119","เตรียมพร้อมป้องกันภัยจากพายุฤดูร้อน/พายุหมุนเขตร้อน : เมื่อการเปลี่ยนแปลงสภาพภูมิอากาศทวีความรุนแรง","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | วัน-เดือน-ปีที่เผยแพร่: 3 พฤษภาคม 2568 | เนื้อหา Infographic: https://www.dcce.go.th/6208/","E-book Reader","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/6211/","https://www.dcce.go.th/6208/","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-120","ระดับผลกระทบต่อสุขภาพจากดัชนีความร้อน","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | วัน-เดือน-ปีที่เผยแพร่: 30 เมษายน 2568 | เนื้อหาข่าว: https://www.dcce.go.th/6041/","E-book Reader","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/6044/","https://www.dcce.go.th/6041/","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-121","7 วิธี ป้องกัน Heat stroke ง่าย ๆ ในช่วงหน้าร้อน","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | วัน-เดือน-ปีที่เผยแพร่: 27 เมษายน 2568 | เนื้อหาข่าว: https://www.dcce.go.th/6005/ | แหล่งที่มา: กรมป้องกันและบรรเทาสาธารณภัย DDPM (สายด่วนนิรภัย 1784)","E-book Reader","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/6008/","https://www.dcce.go.th/6005/","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-122","คู่มือการลดก๊าซเรือนกระจก สำหรับประชาชน","Knowledge Asset","Department of Climate Change and Environment ติดต่อ จันทร์-ศุกร์ เวลา 08.30 – 16.30 น.","E-book Reader","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/5922/","https://www.dcce.go.th/media/5922/?download_file=1&file_id=5924","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-123","คู่มือการใช้งานระบบสารสนเทศเครือข่าย ทสม. สำหรับผู้ใช้งานทั่วไป","Knowledge Asset","Department of Climate Change and Environment ติดต่อ จันทร์-ศุกร์ เวลา 08.30 – 16.30 น.","E-book Reader","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/5670/","https://www.dcce.go.th/media/5670/?download_file=1&file_id=5899","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-124","คู่มือการใช้งานระบบฐานข้อมูลเครือข่าย ทสม. สำหรับ Admin ระดับจังหวัด (ทสจ.)","Knowledge Asset","Department of Climate Change and Environment ติดต่อ จันทร์-ศุกร์ เวลา 08.30 – 16.30 น.","E-book Reader","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/5664/","https://www.dcce.go.th/media/5664/?download_file=1&file_id=5667","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-125","คู่มือการจัดทำห่วงโซ่ผลกระทบจากการเปลี่ยนแปลงสภาพภูมิอากาศ","Knowledge Asset","ผู้แต่ง: กองขับเคลื่อนการปรับตัวจากการเปลี่ยนแปลงสภาพภูมิอากาศ /กลุ่มวิเคราะห์ความเสี่ยงจากการเปลี่ยนแปลงสภาพภูมิอากาศ | ประเภทสื่อ: สื่อสิ่งพิมพ์ / คู่มือ | เดือน-ปี ที่เผยแพร่: ธันวาคม 2567 | ครั้งที่พิมพ์: 1/2567 | หน่วยงานเจ้าของสื่อ: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม","E-book Reader","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/5075/","https://www.dcce.go.th/media/5075/?download_file=1&file_id=5076","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-126","10 ภัยจากโลกเดือดที่ไม่ควรมองข้าม ในปี 2025","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | ประเภทสื่อ: สื่อสิ่งพิมพ์ / Infographic | เดือน-ปี ที่เผยแพร่: มกราคม 2025 | ครั้งที่พิมพ์: - | วันที่พิมพ์: 16 มกราคม 2568 | โรงพิมพ์: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | หน่วยงานเจ้าของสื่อ: กองขับเคลื่อนการปรับตัวต่อการเปลี่ยนแปลง","Web Page","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/4474/","","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-127","ชายฝั่งในภาวะโลกรวน : หากอยากปรับตัวให้รอด ต้องอาศัยความร่วมมือจากทุกฝ่าย (Climate Impacts on Coastal Areas : The Planet will Survive Only When All Stakeholders Join Hands.)","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | ประเภทสื่อ: สื่อสิ่งพิมพ์ / Infographic | เดือน-ปี ที่เผยแพร่: พฤศจิกายน 2024 | ครั้งที่พิมพ์: - | วันที่พิมพ์: 28 พฤศจิกายน 2567 | โรงพิมพ์: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | หน่วยงานเจ้าของสื่อ: กองขับเคลื่อนการปรับตัวต่อการเปลี่","Web Page","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/%e0%b8%8a%e0%b8%b2%e0%b8%a2%e0%b8%9d%e0%b8%b1%e0%b9%88%e0%b8%87%e0%b9%83%e0%b8%99%e0%b8%a0%e0%b8%b2%e0%b8%a7%e0%b8%b0%e0%b9%82%e0%b8%a5%e0%b8%81%e0%b8%a3%e0%b8%a7%e0%b8%99-%e0%b8%ab%e0%b8%b2/","","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-128","ชายฝั่งในภาวะโลกรวน : 4 จังหวัดฝั่งอ่าวไทย ปรับตัวต่อโลกรวนอย่างเข้าใจธรรมชาติ (Climate Impacts on Coastal Areas : How do 4 Thai Gulf Provinces Adapt to Climate Change?","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | ประเภทสื่อ: สื่อสิ่งพิมพ์ / Infographic | เดือน-ปี ที่เผยแพร่: พฤศจิกายน 2024 | ครั้งที่พิมพ์: - | วันที่พิมพ์: 28 พฤศจิกายน 2567 | โรงพิมพ์: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | หน่วยงานเจ้าของสื่อ: กองขับเคลื่อนการปรับตัวต่อการเปลี่","Web Page","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/4469/","","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-129","ชายฝั่งในภาวะโลกรวน : แก้ปัญหาอย่างเนียนไปกับธรรมชาติ (Climate Impacts on Coastal Areas : Adapting with Nature-Based Solutions )","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | ประเภทสื่อ: สื่อสิ่งพิมพ์ / Infographic | เดือน-ปี ที่เผยแพร่: พฤศจิกายน 2024 | ครั้งที่พิมพ์: - | วันที่พิมพ์: 28 พฤศจิกายน 2567 | โรงพิมพ์: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | หน่วยงานเจ้าของสื่อ: กองขับเคลื่อนการปรับตัวต่อการเปลี่","Web Page","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/4466/","","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-130","ชายฝั่งในภาวะโลกรวน : ตั้งรับ ยืดหยุ่น ปรับตัวต่อการเปลี่ยนแปลง (Climate Impacts on Coastal Areas : Adapting and Building Resilience to Climate Change)","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | ประเภทสื่อ: สื่อสิ่งพิมพ์ / Infographic | เดือน-ปี ที่เผยแพร่: พฤศจิกายน 2024 | ครั้งที่พิมพ์: - | วันที่พิมพ์: 28 พฤศจิกายน 2567 | โรงพิมพ์: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | หน่วยงานเจ้าของสื่อ: กองขับเคลื่อนการปรับตัวต่อการเปลี่","Web Page","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/4467/","","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-131","รายงานความโปร่งใสรายสองปี ฉบับที่ 1 (BTR1) ฉบับประชาชน","Knowledge Asset","คณะผู้จัดทำ: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | ประเภทสื่อ: สื่อสิ่งพิมพ์ / รายงานความโปร่งใสรายสองปี ฉบับที่ 1 (BTR1) ฉบับประชาชน | ครั้งที่พิมพ์: พิมพ์ครั้งที่ 1 | เดือน-ปี ที่เผยแพร่: มกราคม 2568 | ISBN: 978-616-316-798-9","E-book Reader","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/4339/","https://www.dcce.go.th/media/4339/?download_file=1&file_id=4328","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-132","แผนปฏิบัติการด้านการลดก๊าซเรือนกระจกของประเทศ ปี พ.ศ. 2564 – 2573 : NDC Action Plan on Mitigation 2021 – 2030","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | ประเภทสื่อ: สื่อสิ่งพิมพ์ / รายงานบัญชีก๊าซเรือนกระจก | เดือน-ปี ที่เผยแพร่: ธันวาคม 2024 | ครั้งที่พิมพ์: - | วันที่พิมพ์: 11 ธันวาคม 2567 | โรงพิมพ์: - | หน่วยงานเจ้าของสื่อ: กองขับเคลื่อนการลดก๊าซเรือนกระจก | ฉบับอัพเดต: รายละเอียด | 26.04.2","E-book Reader","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/4119/","https://www.dcce.go.th/media/4119/?download_file=1&file_id=6121","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-133","ชายฝั่งในภาวะโลกรวน : กระทบที่อยู่ ปากท้อง และทรัพยากรในท้องทะเล (Climate Impacts on Coastal Areas : From Life at Home, Day-to-Day Life, To Life Below Water)","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | ประเภทสื่อ: สื่อสิ่งพิมพ์ / Infographic | เดือน-ปี ที่เผยแพร่: พฤศจิกายน 2024 | ครั้งที่พิมพ์: - | วันที่พิมพ์: 28 พฤศจิกายน 2567 | โรงพิมพ์: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | หน่วยงานเจ้าของสื่อ: กองขับเคลื่อนการปรับตัวต่อการเปลี่","Web Page","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/4121/","","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-134","ชายฝั่งในภาวะโลกรวน : 24 จังหวัดทะเลไทยแปรปรวน รวน ร้อน (Climate Impacts on Coastal Areas : 24 Coastal Provinces Amid Climate Change)","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | ประเภทสื่อ: สื่อสิ่งพิมพ์ / Infographic | เดือน-ปี ที่เผยแพร่: - | ครั้งที่พิมพ์: พฤศจิกายน 2024 | วันที่พิมพ์: 28 พฤศจิกายน 2567 | โรงพิมพ์: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | หน่วยงานเจ้าของสื่อ: กองขับเคลื่อนการปรับตัวต่อการเปลี่","Web Page","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/4104/","","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-135","ชายฝั่งในภาวะโลกรวน : ชายฝั่งเอเชียตะวันออกเฉียงใต้ เปราะบางต่อโลกรวน (Climate Impacts on Coastal Areas : South-East Asia's Coastal Areas are Vulnerable to Climate Change)","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | ประเภทสื่อ: สื่อสิ่งพิมพ์ / Infographic | เดือน-ปี ที่เผยแพร่: พฤศจิกายน 2024 | ครั้งที่พิมพ์: - | วันที่พิมพ์: 28 พฤศจิกายน 2567 | โรงพิมพ์: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | หน่วยงานเจ้าของสื่อ: กองขับเคลื่อนการปรับตัวต่อการเปลี่","Web Page","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/4101/","","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-136","ชายฝั่งในภาวะโลกรวน  ปะการังอาจตายหมดหากโลกร้อนกว่านี้ (Climate Impacts on Coastal Areas  Coral Reefs Under Critical Threat)","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | ประเภทสื่อ: สื่อสิ่งพิมพ์ / Infographic | เดือน-ปี ที่เผยแพร่: พฤศจิกายน 2024 | ครั้งที่พิมพ์: - | วันที่พิมพ์: 28 พฤศจิกายน 2567 | โรงพิมพ์: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | หน่วยงานเจ้าของสื่อ: กองขับเคลื่อนการปรับตัวต่อการเปลี่","Web Page","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/4100/","","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-137","ชายฝั่งในภาวะโลกรวน : จากภัยพิบัติบนฝั่งถึงวิกฤตใต้ทะเล (Climate Impacts on Coastal Areas : From Disasters to Ocean Crisis)","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | ประเภทสื่อ: สื่อสิ่งพิมพ์ / Infographic | เดือน-ปี ที่เผยแพร่: พฤศจิกายน 2024 | ครั้งที่พิมพ์: - | วันที่พิมพ์: 28 พฤศจิกายน 2567 | โรงพิมพ์: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | หน่วยงานเจ้าของสื่อ: กองขับเคลื่อนการปรับตัวต่อการเปลี่","Web Page","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/4093/","","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-138","ปรับวิธีคิด เปลี่ยนวิถีชีวิต พลิกวิกฤตโลกร้อน RETHING REINVENT REVERSE THE CLIMATE CRISIS","Knowledge Asset","ผู้แต่ง: กองส่งเสริมการมีส่วนร่วมต่อการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | ประเภทสื่อ: สื่อสิ่งพิมพ์ / คู่มือ | หน่วยงานเจ้าของสื่อ: กองส่งเสริมการมีส่วนร่วมต่อการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม","E-book Reader","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/4075/","https://online.fliphtml5.com/jrbcl/syil/#p=1","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-139","(กู้) ภัยโลกร้อนลดก๊าซเรือนกระจก COMBAT GLOBAL WARMING CUT GREENHOUSE GAS EMISSIONS","Knowledge Asset","ผู้แต่ง: กองส่งเสริมการมีส่วนร่วมต่อการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | ประเภทสื่อ: สื่อสิ่งพิมพ์ / คู่มือ | หน่วยงานเจ้าของสื่อ: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม","E-book Reader","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/4072/","https://online.fliphtml5.com/jrbcl/qlah/#p=1","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-140","ช่วยกันพลิกวิกฤตโลกร้อน JOIN HANDS TO REVERSE GLOBAL WARMING","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | ประเภทสื่อ: สื่อสิ่งพิมพ์ / คู่มือ | เดือน-ปี ที่เผยแพร่: - | ครั้งที่พิมพ์: - | วันที่พิมพ์: - | หน่วยงานเจ้าของสื่อ: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม","E-book Reader","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/4043/","https://online.fliphtml5.com/jrbcl/lceq/#p=1","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-141","คู่มือการเชื่อมโยงประกาศจัดซื้อจัดจ้างจากระบบ e-GP ไปยังเว็บไซต์หน่วยงานของรัฐในรูปแบบ RSS (Really Simple Syndication)","Knowledge Asset","ผู้แต่ง: - | ประเภทสื่อ: สื่อสิ่งพิมพ์ / คู่มือ | เดือน-ปี ที่เผยแพร่: - | ครั้งที่พิมพ์: - | วันที่พิมพ์: - | โรงพิมพ์: - | หน่วยงานเจ้าของสื่อ: -","E-book Reader","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/4040/","https://www.dcce.go.th/media/4040/?download_file=1&file_id=4059","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-142","Handbook for Green Climate Fund in Thailand (Updated Edition) 2024","Knowledge Asset","ผู้แต่ง: Department of Climate Change and Environment | ประเภทสื่อ: สื่อสิ่งพิมพ์ / คู่มือ | เดือน-ปี ที่เผยแพร่: กันยายน 2024 | ครั้งที่พิมพ์: ครั้งที่ 1 ปี 2024 | วันที่พิมพ์: กรกฎาคม 2024 | โรงพิมพ์: - | หน่วยงานเจ้าของสื่อ: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม","E-book Reader","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/4037/","https://www.dcce.go.th/media/4037/?download_file=1&file_id=4061","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
"MED-143","คู่มือกองทุนภูมิอากาศสีเขียว ฉบัับปรัับปรุง (พ.ศ. 2567)","Knowledge Asset","ผู้แต่ง: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม | ประเภทสื่อ: สื่อสิ่งพิมพ์ / คู่มือ | เดือน-ปี ที่เผยแพร่: กันยายน 2024 | ครั้งที่พิมพ์: ครั้งที่ 1 ปี 2024 | วันที่พิมพ์: 27 กันยายน 2567 | โรงพิมพ์: - | หน่วยงานเจ้าของสื่อ: กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม","E-book Reader","กลุ่มประชาสัมพันธ์และสื่อสารสิ่งแวดล้อม","","https://www.dcce.go.th/media/4033/","https://www.dcce.go.th/media/4033/?download_file=1&file_id=4063","Sitemap (DCCE Website)","คลังสื่อสิ่งพิมพ์","ข้อมูลสาธารณะ","ไม่มีการปรับปรุง","","","ประเทศ","",""
